PointID,PointIDtied,BirdID,Use,Sex,Age,Latitude,Longitude,Date,Year,PerchType,DetailPerchType,PerchH,Crops11,Water11,WaterType11,WaterDavg11,Wire100,WireAvg100,Ditches100,DitchWavg100,DitchDavg100,GrassWavg100,GrassHavg100,Wire250,WireAvg250,WoodyPerches250,WoodyAvg250,NonnatPerches250,NonnatAvg250,TotalPerches250,Ditches250,DitchWavg250,DitchDavg250,GrassWavg250,GrassHavg250,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Rocjaw Ran 9,Rocjaw9,Rocjaw,0,M,ASY,35.83858,-90.47287,2/16/2018,2,stubble,cotton stubble,0.25,1,1,flooded field,0.02,0,0,3,6.833333333,2,2.266666667,0.49,0,0,24,1,6,1.2,30,3,6.833333333,2,2.266666667,0.49,0,89.74358974,0,6.75990676,0,3.496503497,0
Rudolph Obs 1,Rudolph1,Rudolph,1,M,ASY,35.60841,-90.84794,1/19/2018,2,wire,utility wire,8,1,1,ditch,0.2,200,7.5,2,5.75,1.2,5.45,0.375,500,7.5,93,1.7,0,0,93,2,5.75,1.2,5.45,0.375,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 1,Rudolph1,Rudolph,0,M,ASY,35.60841,-90.84749,1/19/2018,2,wire,utility wire,12,0,1,ditch,0.1,200,7.5,2,5.9,1,5.3,0.375,500,7.5,101,10,0,0,101,2,5.9,1,5.3,0.375,0.114416476,0,40.04576659,52.17391304,3.890160183,3.775743707,0
Rudolph Obs 2,Rudolph2,Rudolph,1,M,ASY,35.6084,-90.84839,1/23/2018,2,wire,utility wire,6.5,1,1,ditch,0.23,200,7.5,2,5.75,1.2,5.45,0.375,500,7.5,58,1.7,0,0,58,2,5.75,1.2,5.45,0.375,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 2,Rudolph2,Rudolph,0,M,ASY,35.60863,-90.84914,1/23/2018,2,stubble,rice stubble,0.3,1,1,ditch,0.1,200,7.5,2,5.75,1.2,5.45,0.375,500,7.5,54,1.7,0,0,54,2,5.75,1.2,5.45,0.375,0.114416476,0,40.04576659,52.17391304,3.890160183,3.775743707,0
Rudolph Obs 3,Rudolph3,Rudolph,1,M,ASY,35.60836,-90.84863,2/9/2018,2,wire,utility wire,6.75,1,1,ditch,0.08,200,7.5,2,5.75,1.2,5.45,0.375,500,7.5,58,1.7,0,0,58,2,5.75,1.2,5.45,0.375,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 3,Rudolph3,Rudolph,0,M,ASY,35.6077,-90.84844,2/9/2018,2,stubble,rice stubble,0.43,1,1,ditch,0.08,0,0,0,0,0,0,0,460,7.5,50,1.7,0,0,50,2,5.75,1.2,5.45,0.375,0.114416476,0,40.04576659,52.17391304,3.890160183,3.775743707,0
Rudolph Obs 4,Rudolph4,Rudolph,1,M,ASY,35.60841,-90.84743,2/13/2018,2,wire,utility wire,6,1,1,ditch,0.18,200,7.5,2,5.9,1,5.3,0.375,500,7.5,101,10,0,0,101,2,5.9,1,5.3,0.375,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 4,Rudolph4,Rudolph,0,M,ASY,35.60656,-90.84678,2/13/2018,2,stubble,rice stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,460,7.5,32,1.7,0,0,32,2,5.9,1,5.3,0.375,0.114416476,0,40.04576659,52.17391304,3.890160183,3.775743707,0
Rudolph Obs 5,Rudolph5,Rudolph,1,M,ASY,35.60852,-90.85198,2/19/2018,2,wire,utility wire,12,0,1,ditch,0.5,220,7.5,2,4.2,1.1,4.433333333,0.553333333,520,7.5,32,2.4,7,2.2,39,2,4.2,1.1,4.433333333,0.483333333,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 5,Rudolph5,Rudolph,0,M,ASY,35.60876,-90.85249,2/19/2018,2,natural,tree,15,0,0,none,0,220,7.5,2,4.25,1.05,4.466666667,0.386666667,520,7.5,37,2.4,7,2.2,44,2,4.25,1.05,4.466666667,0.393333333,0,0,48.68270332,44.32989691,0.687285223,5.727376861,0.572737686
Rudolph Obs 6,Rudolph6,Rudolph,1,M,ASY,35.60874,-90.85242,3/4/2018,2,natural,tree,4,0,0,none,0,220,7.5,2,4.25,1.05,4.466666667,0.386666667,520,7.5,37,2.4,7,2.2,44,2,4.25,1.05,4.466666667,0.393333333,0.114678899,0,76.60550459,16.97247706,1.605504587,4.701834862,0
Rudolph Ran 6,Rudolph6,Rudolph,0,M,ASY,35.60854,-90.85346,3/4/2018,2,wire,utility wire,6,1,1,ditch,0.2,220,7.5,2,4.35,0.95,5.25,0.255,520,7.5,32,2.2,7,2.2,39,2,4.35,0.95,4.366666667,0.253333333,0,0,48.68270332,44.32989691,0.687285223,5.727376861,0.572737686
Saphira Obs 1,Saphira1,Saphira,1,M,ASY,35.75646,-90.45442,11/20/2017,2,wire,utility wire,7,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,59,15,65,5,124,1,2.75,0.3,0,0,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 1,Saphira1,Saphira,0,M,ASY,35.755835,-90.45678,11/20/2017,2,anthropogenic,building,6,1,0,none,0,220,10,0,0,0,0,0,520,10,101,15,101,5,202,0,0,0,0,0,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 10,Saphira10,Saphira,1,M,ASY,35.75647,-90.45431,2/5/2018,2,wire,utility wire,12,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,59,15,65,5,124,2,1.5,0.45,3.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 10,Saphira10,Saphira,0,M,ASY,35.75697,-90.45317,2/5/2018,2,natural,tree,10,0,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 11,Saphira11,Saphira,1,M,ASY,35.753281,-90.452839,2/13/2018,2,natural,tree,2.39,0,0,none,0,200,10,1,1.5,0.5,3,0.4,500,10,30,14,10,1,40,1,1.5,0.5,3,0.4,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 11,Saphira11,Saphira,0,M,ASY,35.75368,-90.45296,2/13/2018,2,stubble,corn stubble,0.2,1,0,none,0,200,10,1,1.5,0.5,3,0.4,500,10,30,14,10,1,40,1,1.5,0.5,3,0.4,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 12,Saphira12,Saphira,1,M,ASY,35.753416,-90.453108,2/19/2018,2,natural,tree,2.5,1,0,none,0,200,10,1,1.5,0.5,3,0.4,500,10,30,14,10,1,40,1,1.5,0.5,3,0.4,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 12,Saphira12,Saphira,0,M,ASY,35.75512,-90.454574,2/19/2018,2,stubble,corn stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,600,10,25,15,19,2,44,2,1.5,0.45,3.5,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 13,Saphira13,Saphira,1,M,ASY,35.75697,-90.45318,3/10/2018,2,natural,tree,9,0,0,none,0,400,10,3,2,0.633333333,2.666666667,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 13,Saphira13,Saphira,0,M,ASY,35.75777,-90.45078,3/10/2018,2,stubble,cotton stubble,0.3,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,3,1,3,1,1,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 2,Saphira2,Saphira,1,M,ASY,35.75536,-90.45245,11/28/2017,2,wire,utility wire,7.75,1,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,3.333333333,2.666666667,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 2,Saphira2,Saphira,0,M,ASY,35.75585,-90.45051,11/28/2017,2,stubble,cotton stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,100,10,0,0,3,3.5,3,1,1.5,0.5,4,0.2,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 3,Saphira3,Saphira,1,M,ASY,35.7564,-90.45341,12/7/2017,2,wire,utility wire,12,1,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 3,Saphira3,Saphira,0,M,ASY,35.75693,-90.45318,12/7/2017,2,natural,tree,8,0,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 4,Saphira4,Saphira,1,M,ASY,35.75637,-90.45419,12/13/2017,2,wire,utility wire,7,1,0,none,0,220,10,1,1.5,0.4,4,0.2,800,10,55,15,60,2,115,2,1.5,0.45,3.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 4,Saphira4,Saphira,0,M,ASY,35.75581,-90.45259,12/13/2017,2,wire,utility wire,9.25,1,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 5,Saphira5,Saphira,1,M,ASY,35.75649,-90.4544,12/29/2017,2,wire,utility wire,6,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,57,15,65,5,122,1,1.5,0.4,4,0.2,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 5,Saphira5,Saphira,0,M,ASY,35.757799,-90.454445,12/29/2017,2,stubble,cotton stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,300,10,30,10,40,2,70,1,1.5,0.4,4,0.2,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 6,Saphira6,Saphira,1,M,ASY,35.75241,-90.45239,1/9/2018,2,anthropogenic,post,2.2,1,0,none,0,200,10,1,1.5,0.5,3,0.4,500,10,30,14,10,1,40,2,1.25,0.45,2.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 6,Saphira6,Saphira,0,M,ASY,35.7519,-90.4527,1/9/2018,2,wire,utility wire,9.5,1,0,none,0,200,10,1,1.5,0.5,3,0.4,500,10,30,14,10,1,40,2,1.25,0.45,2.5,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 7,Saphira7,Saphira,1,M,ASY,35.75643,-90.455,1/20/2018,2,wire,utility wire,8.75,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,70,15,101,5,171,2,1.5,0.45,3.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 7,Saphira7,Saphira,0,M,ASY,35.75643,-90.45499,1/20/2018,2,stubble,cotton stubble,0.37,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,70,15,101,5,171,2,1.5,0.45,3.5,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 8,Saphira8,Saphira,1,M,ASY,35.75634,-90.45405,1/22/2018,2,wire,utility wire,8,1,0,none,0,220,10,1,1.5,0.4,4,0.2,800,10,55,15,60,2,115,2,1.5,0.45,3.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 8,Saphira8,Saphira,0,M,ASY,35.757799,-90.45483,1/22/2018,2,stubble,cotton stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,300,10,30,10,40,2,70,1,1.5,0.4,4,0.2,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Saphira Obs 9,Saphira9,Saphira,1,M,ASY,35.75636,-90.45438,1/30/2018,2,wire,utility wire,8,1,0,none,0,220,10,1,1.5,0.4,4,0.2,520,10,58,15,65,5,123,2,1.5,0.45,3.5,0.3,9.929906542,75.11682243,0,7.476635514,0.11682243,7.359813084,0
Saphira Ran 9,Saphira9,Saphira,0,M,ASY,35.75705,-90.45376,1/30/2018,2,stubble,cotton stubble,0.4,1,0,none,0,400,10,2,1.5,0.45,3.5,0.3,1000,10,18,14,15,2,33,3,2,0.633333333,2.666666667,0.3,1.456953642,87.15231788,0,3.57615894,0,7.814569536,0
Sasquatch Obs 1,Sasquatch1,Sasquatch,1,M,ASY,35.66478,-91.00231,1/5/2018,2,anthropogenic,post,5.5,1,0,none,0,230,7.5,2,3.85,1,3.3,0.13,780,7.5,3,0.8,25,1.6,28,4,4.15,0.925,3.65,0.14,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 1,Sasquatch1,Sasquatch,0,M,ASY,35.664234,-91.001615,1/5/2018,2,stubble,rice stubble,0.5,1,0,none,0,0,0,4,4.15,0.925,3.65,0.14,800,7.5,8,16,25,1.6,33,4,4.15,0.925,3.65,0.14,0,0,59.33562428,25.5441008,0.229095074,7.331042383,7.560137457
Sasquatch Obs 2,Sasquatch2,Sasquatch,1,M,ASY,35.6651,-90.99889,1/9/2018,2,wire,utility wire,6,1,1,flooded field,0.1,210,7.5,2,1.55,0.6,6.3,0.09,680,7.5,95,18,29,1.6,124,4,3,0.725,5.15,0.12,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 2,Sasquatch2,Sasquatch,0,M,ASY,35.665619,-91.002136,1/9/2018,2,stubble,soy stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.33562428,25.5441008,0.229095074,7.331042383,7.560137457
Sasquatch Obs 3,Sasquatch3,Sasquatch,1,M,ASY,35.66169,-91.00081,1/19/2018,2,natural,tree,13,0,1,flooded field,0.01,210,7.5,2,1.55,0.6,6.3,0.24,520,7.5,78,14,11,0.8,89,2,1.55,0.6,6.3,0.24,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 3,Sasquatch3,Sasquatch,0,M,ASY,35.665,-91.00066,1/19/2018,2,natural,tree,20,0,0,none,0,350,7.5,4,3,0.725,5,0.12,1600,7.5,10,16,25,1.6,35,4,3,0.725,4.85,0.12,0,0,59.33562428,25.5441008,0.229095074,7.331042383,7.560137457
Sasquatch Obs 4,Sasquatch4,Sasquatch,1,M,ASY,35.66514,-90.9984,1/23/2018,2,anthropogenic,post,4,1,1,flooded field,0.05,210,7.5,2,1.55,0.6,6.3,0.09,760,7.5,101,18,28,1.6,129,4,3,0.725,4.85,0.12,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 4,Sasquatch4,Sasquatch,0,M,ASY,35.665791,-90.999274,1/23/2018,2,stubble,rice stubble,0.5,1,0,none,0,640,7.5,2,1.55,0.6,6.3,0.09,915,7.5,72,18,26,1.6,98,4,3,0.725,4.85,0.12,0,0,59.33562428,25.5441008,0.229095074,7.331042383,7.560137457
Sasquatch Obs 5,Sasquatch5,Sasquatch,1,M,ASY,35.66398,-91.00081,1/31/2018,2,wire,utility wire,12,1,1,ditch,0.5,200,7.5,2,1.55,0.6,6.3,0.09,810,7.5,8,16,28,1.6,36,4,1.65,0.5125,5.175,0.1825,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 5,Sasquatch5,Sasquatch,0,M,ASY,35.66467,-91.00038,1/31/2018,2,natural,tree,7,0,0,none,0,330,7.5,4,1.65,0.5125,5.175,0.1825,800,7.5,10,16,28,1.6,38,4,1.65,0.5125,5.175,0.1825,0,0,48.62385321,31.07798165,2.293577982,2.408256881,15.59633028
Sasquatch Obs 6,Sasquatch6,Sasquatch,1,M,ASY,35.66467,-91.0019,2/8/2018,2,stubble,rice stubble,0.35,1,0,none,0,230,7.5,2,3.85,1,3.3,0.13,790,7.5,10,16,25,1.6,35,4,4.15,0.925,3.65,0.14,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 6,Sasquatch6,Sasquatch,0,M,ASY,35.66391,-91.00253,2/8/2018,2,stubble,rice stubble,0.22,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.62385321,31.07798165,2.293577982,2.408256881,15.59633028
Sasquatch Obs 7,Sasquatch7,Sasquatch,1,M,ASY,35.66463,-91.00041,2/12/2018,2,natural,tree,8,1,1,flooded field,0.05,330,7.5,4,1.65,0.5125,5.175,0.1825,800,7.5,10,16,28,1.6,38,4,1.65,0.5125,5.175,0.1825,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 7,Sasquatch7,Sasquatch,0,M,ASY,35.66713,-91.00111,2/12/2018,2,natural,herbaceous,0.3,1,0,none,0,0,0,2,2.85,0.55,2.8,0.13,200,7.5,0,0,2,0.8,2,4,3.35,0.775,3.05,0.13,0,0,48.62385321,31.07798165,2.293577982,2.408256881,15.59633028
Sasquatch Obs 8,Sasquatch8,Sasquatch,1,M,ASY,35.66513,-90.99989,2/19/2018,2,wire,utility wire,12,1,1,ditch,0.1,250,7.5,4,3,0.725,5.15,0.12,750,7.5,9,16,25,1.6,34,4,3,0.725,5.15,0.12,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 8,Sasquatch8,Sasquatch,0,M,ASY,35.66531,-90.99685,2/19/2018,2,natural,tree,14,1,0,none,0,210,7.5,2,1.55,0.6,6.3,0.09,520,7.5,101,18,3,0.8,104,2,1.55,0.6,6.3,0.09,0,0,48.62385321,31.07798165,2.293577982,2.408256881,15.59633028
Sasquatch Obs 9,Sasquatch9,Sasquatch,1,M,ASY,35.66503,-91.00057,3/4/2018,2,wire,utility wire,5,0,0,none,0,350,7.5,4,3,0.725,5,0.12,1600,7.5,10,16,25,1.6,35,4,3,0.725,4.85,0.12,0,0,51.7281106,33.75576037,1.382488479,7.373271889,5.760368664
Sasquatch Ran 9,Sasquatch9,Sasquatch,0,M,ASY,35.66536,-91.0018,3/4/2018,2,natural,herbaceous,1,1,0,none,0,0,0,2,3.85,1,3.3,0.13,720,7.5,9,16,27,1.6,36,4,3,0.725,4.85,0.12,0,0,48.62385321,31.07798165,2.293577982,2.408256881,15.59633028
Seasick Obs 1,Seasickcroc1,Seasickcroc,1,M,ASY,35.62402,-90.55413,1/20/2018,2,anthropogenic,post,1,1,0,none,0,200,10,2,1.5,0.35,1.5,0.1,500,10,3,9,3,0.5,6,2,1.5,0.35,1.5,0.1,32.49138921,14.00688863,3.788748565,41.67623421,0.114810563,7.921928817,0
Seasick Ran 1,Seasickcroc1,Seasickcroc,0,M,ASY,35.62349,-90.55284,1/20/2018,2,stubble,corn stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,250,10,0,0,3,1.5,3,2,1.5,0.35,1.5,0.1,26.49082569,17.77522936,5.160550459,43.00458716,0.114678899,7.45412844,0
Seasick Obs 2,Seasickcroc2,Seasickcroc,1,M,ASY,35.62263,-90.55398,1/25/2018,2,wire,utility wire,12,1,0,none,0,300,10,2,1,0.35,1,0.25,600,10,17,9,1,2,18,3,4.333333333,1.566666667,2,0.266666667,32.49138921,14.00688863,3.788748565,41.67623421,0.114810563,7.921928817,0
Seasick Ran 2,Seasickcroc2,Seasickcroc,0,M,ASY,35.62382,-90.55593,1/25/2018,2,natural,tree,11,1,0,none,0,0,0,0,0,0,0,0,200,10,3,9,3,0.5,6,2,1.5,0.35,1.5,0.1,25.2886836,0,30.94688222,35.33487298,1.963048499,6.004618938,0.461893764
Seasick Obs 3,Seasickcroc3,Seasickcroc,1,M,ASY,35.62103,-90.55404,2/13/2018,2,wire,utility wire,12,1,0,none,0,300,10,3,4.333333333,1.566666667,2,0.266666667,600,10,30,9,2,1,32,3,4.333333333,1.566666667,2,0.266666667,32.49138921,14.00688863,3.788748565,41.67623421,0.114810563,7.921928817,0
Seasick Ran 3,Seasickcroc3,Seasickcroc,0,M,ASY,35.62032,-90.55408,2/13/2018,2,wire,utility wire,10,0,1,ditch,0.25,300,10,3,4.333333333,1.566666667,2,0.266666667,600,10,30,9,2,1,32,3,4.333333333,1.566666667,2,0.266666667,26.49082569,17.77522936,5.160550459,43.00458716,0.114678899,7.45412844,0
Seasick Obs 4,Seasickcroc4,Seasickcroc,1,M,ASY,35.62766,-90.55611,2/19/2018,2,wire,utility wire,6.5,1,0,none,0,220,10,1,0.2,0.5,2,0.1,520,10,3,7,30,10,33,2,2.25,0.5,2,0.1,39.06976744,0,13.02325581,37.44186047,2.558139535,7.441860465,0.465116279
Seasick Ran 4,Seasickcroc4,Seasickcroc,0,M,ASY,35.62817,-90.55667,2/19/2018,2,stubble,corn stubble,0.4,1,0,none,0,220,10,1,0.2,0.5,2,0.1,520,10,3,7,30,10,33,2,1.35,0.5,2,0.1,25.2886836,0,30.94688222,35.33487298,1.963048499,6.004618938,0.461893764
Tickfaw Obs 1,Tickfaw1,Tickfaw,1,M,ASY,35.7645,-90.52089,10/31/2017,2,wire,utility wire,6,1,0,none,0,200,10,2,2.25,1.1,1,0.15,500,10,23,10,4,1,27,2,2.25,1.1,1,0.15,0,37.0412844,0,59.17431193,0,3.78440367,0
Tickfaw Ran 1,Tickfaw1,Tickfaw,0,M,ASY,35.76615,-90.52109,10/31/2017,2,stubble,cotton stubble,1,1,0,none,0,0,0,0,0,0,0,0,200,10,29,10,0,0,29,2,2.25,1.1,1,0.15,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 10,Tickfaw10,Tickfaw,1,M,ASY,35.76417,-90.53663,3/5/2018,2,wire,utility wire,12,0,0,none,0,300,10,2,3,1.35,1,0.1,900,10,26,11,22,1,48,5,2.7,1.14,1.666666667,0.15,16.47597254,12.01372998,10.41189931,49.65675057,0.343249428,6.750572082,4.347826087
Tickfaw Ran 10,Tickfaw10,Tickfaw,0,M,ASY,35.7642,-90.53725,3/5/2018,2,natural,shrub,1,1,1,ditch,0.5,400,10,2,3,1.35,1,0.1,900,10,30,12,3,1,33,2,3,1.35,1,0.1,13.59447005,15.43778802,10.48387097,49.30875576,0.230414747,7.02764977,3.917050691
Tickfaw Obs 2,Tickfaw2,Tickfaw,1,M,ASY,35.76205,-90.52673,11/13/2017,2,wire,utility wire,7,1,0,none,0,200,10,0,0,0,0,0,600,10,0,0,4,3.5,4,0,0,0,0,0,0,36.96900115,0,57.52009185,0,5.510907003,0
Tickfaw Ran 2,Tickfaw2,Tickfaw,0,M,ASY,35.76215,-90.52605,11/13/2017,2,stubble,cotton stubble,0.3,1,0,none,0,200,10,0,0,0,0,0,600,10,0,0,4,3.5,4,0,0,0,0,0,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 3,Tickfaw3,Tickfaw,1,M,ASY,35.76459,-90.51757,11/26/2017,2,natural,tree,16,1,0,none,0,200,10,3,5.333333333,1.833333333,1.333333333,0.736666667,500,10,8,12,20,1.5,28,3,5.333333333,1.833333333,1.333333333,0.736666667,0,37.0412844,0,59.17431193,0,3.78440367,0
Tickfaw Ran 3,Tickfaw3,Tickfaw,0,M,ASY,35.76467,-90.52219,11/26/2017,2,natural,tree,11,1,0,none,0,200,10,2,2.25,1.1,1,0.15,500,10,23,10,4,1,27,2,2.25,1.1,1,0.15,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 4,Tickfaw4,Tickfaw,1,M,ASY,35.764385,-90.523801,11/27/2017,2,wire,utility wire,8,1,0,none,0,200,10,2,1.7,0.35,2,0.2,500,10,20,11,4,2,24,2,1.75,0.35,2,0.2,0,37.0412844,0,59.17431193,0,3.78440367,0
Tickfaw Ran 4,Tickfaw4,Tickfaw,0,M,ASY,35.7655,-90.522255,11/27/2017,2,natural,shrub,2,1,0,none,0,0,0,0,0,0,0,0,400,10,66,10,3,1,69,2,2.25,1.1,1,0.15,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 5,Tickfaw5,Tickfaw,1,M,ASY,35.7644,-90.52498,12/6/2017,2,wire,utility wire,7,1,1,ditch,0.1,200,10,2,1.75,0.35,2,0.2,650,10,0,0,4,3.5,4,2,1.75,0.35,2,0.2,0,36.96900115,0,57.52009185,0,5.510907003,0
Tickfaw Ran 5,Tickfaw5,Tickfaw,0,M,ASY,35.764077,-90.524042,12/6/2017,2,stubble,cotton stubble,0.4,1,0,none,0,200,10,2,1.75,0.35,2,0.2,500,10,20,11,4,2,24,2,1.75,0.35,2,0.2,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 6,Tickfaw6,Tickfaw,1,M,ASY,35.76451,-90.52142,12/29/2017,2,wire,utility wire,7,1,0,none,0,200,10,2,2.25,1.1,1,0.15,500,10,23,10,4,1,27,2,2.25,1.1,1,0.15,0,37.0412844,0,59.17431193,0,3.78440367,0
Tickfaw Ran 6,Tickfaw6,Tickfaw,0,M,ASY,35.764228,-90.52112,12/29/2017,2,stubble,cotton stubble,0.4,1,0,none,0,200,10,2,2.25,1.1,1,0.15,500,10,23,10,4,1,27,2,2.25,1.1,1,0.15,0,35.45770568,0,59.32792584,0,5.214368482,0
Tickfaw Obs 7,Tickfaw7,Tickfaw,1,M,ASY,35.76417,-90.53311,1/9/2018,2,wire,utility wire,9.5,1,1,ditch,0.4,200,10,2,1,0.4,1,0.15,500,10,0,0,4,2,4,2,1,0.4,1,0.15,16.47597254,12.01372998,10.41189931,49.65675057,0.343249428,6.750572082,4.347826087
Tickfaw Ran 7,Tickfaw7,Tickfaw,0,M,ASY,35.7658,-90.53194,1/9/2018,2,stubble,crop stubble,0.1,1,0,none,0,200,10,2,1,0.4,1,0.15,500,10,0,0,6,2,6,2,1,0.4,1,0.15,13.59447005,15.43778802,10.48387097,49.30875576,0.230414747,7.02764977,3.917050691
Tickfaw Obs 8,Tickfaw8,Tickfaw,1,M,ASY,35.76439,-90.53487,1/25/2018,2,natural,brush pile,0.9,1,0,none,0,400,10,5,2.7,1.14,1.666666667,0.15,1000,10,26,11,20,1,46,5,2.7,1.14,1.666666667,0.15,16.47597254,12.01372998,10.41189931,49.65675057,0.343249428,6.750572082,4.347826087
Tickfaw Ran 8,Tickfaw8,Tickfaw,0,M,ASY,35.76398,-90.53473,1/25/2018,2,stubble,cotton stubble,0.15,1,0,none,0,400,10,5,2.7,1.14,1.666666667,0.15,1000,10,26,11,20,1,46,5,2.7,1.14,1.666666667,0.15,13.59447005,15.43778802,10.48387097,49.30875576,0.230414747,7.02764977,3.917050691
Tickfaw Obs 9,Tickfaw9,Tickfaw,1,M,ASY,35.7641,-90.53599,1/30/2018,2,wire,utility wire,9,1,0,none,0,400,10,5,2.7,1.14,1.666666667,0.15,1000,10,26,11,20,1,46,5,2.7,1.14,1.666666667,0.15,16.47597254,12.01372998,10.41189931,49.65675057,0.343249428,6.750572082,4.347826087
Tickfaw Ran 9,Tickfaw9,Tickfaw,0,M,ASY,35.76618,-90.53484,1/30/2018,2,stubble,crop stubble,0.2,1,0,none,0,200,10,2,3.25,1.25,2.1,0.3,600,10,27,11,21,1,48,2,3.25,1.25,2.1,0.3,13.59447005,15.43778802,10.48387097,49.30875576,0.230414747,7.02764977,3.917050691
